App,TestClass,TestFilePath,ProductionFilePath,RelativeTestFilePath,RelativeProductionFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test
beam,TaskTest.java,C:\Users\publi\Downloads\beam\learning\katas\java\Triggers\Event Time Triggers\Event Time Triggers\test\org\apache\beam\learning\katas\triggers\eventtimetriggers\TaskTest.java,C:\Users\publi\Downloads\beam\learning\katas\java\Common Transforms\Aggregation\Count\src\org\apache\beam\learning\katas\commontransforms\aggregation\count\Task.java,learning\katas\triggers\eventtimetriggers\TaskTest.java,learning\katas\commontransforms\aggregation\count\Task.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
beam,TaskTest.java,C:\Users\publi\Downloads\beam\learning\katas\java\Triggers\Window Accumulation Mode\Window Accumulation Mode\test\org\apache\beam\learning\katas\triggers\windowaccummode\TaskTest.java,C:\Users\publi\Downloads\beam\learning\katas\java\Common Transforms\Aggregation\Count\src\org\apache\beam\learning\katas\commontransforms\aggregation\count\Task.java,learning\katas\triggers\windowaccummode\TaskTest.java,learning\katas\commontransforms\aggregation\count\Task.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
beam,TaskTest.java,C:\Users\publi\Downloads\beam\learning\katas\java\Windowing\Adding Timestamp\ParDo\test\org\apache\beam\learning\katas\windowing\addingtimestamp\pardo\TaskTest.java,C:\Users\publi\Downloads\beam\learning\katas\java\Common Transforms\Aggregation\Count\src\org\apache\beam\learning\katas\commontransforms\aggregation\count\Task.java,learning\katas\windowing\addingtimestamp\pardo\TaskTest.java,learning\katas\commontransforms\aggregation\count\Task.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
beam,TaskTest.java,C:\Users\publi\Downloads\beam\learning\katas\java\Windowing\Adding Timestamp\WithTimestamps\test\org\apache\beam\learning\katas\windowing\addingtimestamp\withtimestamps\TaskTest.java,C:\Users\publi\Downloads\beam\learning\katas\java\Common Transforms\Aggregation\Count\src\org\apache\beam\learning\katas\commontransforms\aggregation\count\Task.java,learning\katas\windowing\addingtimestamp\withtimestamps\TaskTest.java,learning\katas\commontransforms\aggregation\count\Task.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
beam,TaskTest.java,C:\Users\publi\Downloads\beam\learning\katas\java\Windowing\Fixed Time Window\Fixed Time Window\test\org\apache\beam\learning\katas\windowing\fixedwindow\TaskTest.java,C:\Users\publi\Downloads\beam\learning\katas\java\Common Transforms\Aggregation\Count\src\org\apache\beam\learning\katas\commontransforms\aggregation\count\Task.java,learning\katas\windowing\fixedwindow\TaskTest.java,learning\katas\commontransforms\aggregation\count\Task.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
beam,TestFolderPublicClass.java,C:\Users\publi\Downloads\beam\playground\frontend\playground_components\test\tools\extract_symbols_java\sdk_mock\test\TestFolderPublicClass.java,,playground\frontend\playground_components\test\tools\extract_symbols_java\sdk_mock\test\TestFolderPublicClass.java,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
beam,Test.java,C:\Users\publi\Downloads\beam\playground\frontend\playground_components\test\tools\extract_symbols_java\sdk_mock\Test.java,,playground\frontend\playground_components\test\tools\extract_symbols_java\sdk_mock\Test.java,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
beam,StateNamespaceForTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\StateNamespaceForTest.java,,runners\core\StateNamespaceForTest.java,,5,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
beam,TestInMemoryStateInternals.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\TestInMemoryStateInternals.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\InMemoryStateInternals.java,runners\core\TestInMemoryStateInternals.java,runners\core\InMemoryStateInternals.java,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beam,SerializablePipelineOptionsTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\construction\SerializablePipelineOptionsTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\construction\SerializablePipelineOptions.java,runners\core\construction\SerializablePipelineOptionsTest.java,runners\core\construction\SerializablePipelineOptions.java,3,2,0,0,0,0,2,0,0,0,0,0,0,0,2,16,0,0,0,0,3,0
beam,InMemoryBundleFinalizerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\InMemoryBundleFinalizerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\InMemoryBundleFinalizer.java,runners\core\InMemoryBundleFinalizerTest.java,runners\core\InMemoryBundleFinalizer.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
beam,InMemoryMultimapSideInputViewTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\InMemoryMultimapSideInputViewTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\InMemoryMultimapSideInputView.java,runners\core\InMemoryMultimapSideInputViewTest.java,runners\core\InMemoryMultimapSideInputView.java,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,2,0
beam,InMemoryStateInternalsTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\InMemoryStateInternalsTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\InMemoryStateInternals.java,runners\core\InMemoryStateInternalsTest.java,runners\core\InMemoryStateInternals.java,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
beam,InMemoryTimerInternalsTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\InMemoryTimerInternalsTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\InMemoryTimerInternals.java,runners\core\InMemoryTimerInternalsTest.java,runners\core\InMemoryTimerInternals.java,7,5,0,0,0,0,7,0,0,0,0,0,0,0,7,69,3,1,0,0,7,0
beam,KeyedWorkItemCoderTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\KeyedWorkItemCoderTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\KeyedWorkItemCoder.java,runners\core\KeyedWorkItemCoderTest.java,runners\core\KeyedWorkItemCoder.java,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,4,0,3,0,0,3,0
beam,LateDataDroppingDoFnRunnerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\LateDataDroppingDoFnRunnerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\LateDataDroppingDoFnRunner.java,runners\core\LateDataDroppingDoFnRunnerTest.java,runners\core\LateDataDroppingDoFnRunner.java,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
beam,LateDataUtilsTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\LateDataUtilsTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\LateDataUtils.java,runners\core\LateDataUtilsTest.java,runners\core\LateDataUtils.java,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0
beam,MergingActiveWindowSetTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\MergingActiveWindowSetTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\MergingActiveWindowSet.java,runners\core\MergingActiveWindowSetTest.java,runners\core\MergingActiveWindowSet.java,9,2,0,0,0,0,1,2,0,0,0,0,0,0,2,9,1,0,0,0,2,0
beam,BoundedTrieCellTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\BoundedTrieCellTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\BoundedTrieCell.java,runners\core\metrics\BoundedTrieCellTest.java,runners\core\metrics\BoundedTrieCell.java,5,3,1,0,0,0,1,0,0,0,0,0,0,1,5,28,0,0,0,0,5,0
beam,BoundedTrieNodeTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\BoundedTrieNodeTest.java,,runners\core\metrics\BoundedTrieNodeTest.java,,56,25,2,0,0,0,2,0,0,0,0,2,0,0,,,1,7,0,0,48,0
beam,CounterCellTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\CounterCellTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\CounterCell.java,runners\core\metrics\CounterCellTest.java,runners\core\metrics\CounterCell.java,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,28,1,0,0,0,4,0
beam,DirtyStateTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\DirtyStateTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\DirtyState.java,runners\core\metrics\DirtyStateTest.java,runners\core\metrics\DirtyState.java,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,17,1,0,0,0,4,0
beam,DistributionCellTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\DistributionCellTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\DistributionCell.java,runners\core\metrics\DistributionCellTest.java,runners\core\metrics\DistributionCell.java,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,0,0,0,4,0
beam,DistributionDataTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\DistributionDataTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\DistributionData.java,runners\core\metrics\DistributionDataTest.java,runners\core\metrics\DistributionData.java,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,24,1,0,0,0,3,0
beam,ExecutionStateSamplerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\ExecutionStateSamplerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\ExecutionStateSampler.java,runners\core\metrics\ExecutionStateSamplerTest.java,runners\core\metrics\ExecutionStateSampler.java,6,2,0,0,0,0,4,4,0,0,0,0,0,0,2,9,1,0,0,0,4,0
beam,ExecutionStateTrackerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\ExecutionStateTrackerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\ExecutionStateTracker.java,runners\core\metrics\ExecutionStateTrackerTest.java,runners\core\metrics\ExecutionStateTracker.java,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
beam,GaugeCellTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\GaugeCellTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\GaugeCell.java,runners\core\metrics\GaugeCellTest.java,runners\core\metrics\GaugeCell.java,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,4,0
beam,GcpResourceIdentifiersTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\GcpResourceIdentifiersTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\GcpResourceIdentifiers.java,runners\core\metrics\GcpResourceIdentifiersTest.java,runners\core\metrics\GcpResourceIdentifiers.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
beam,HistogramCellTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\HistogramCellTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\HistogramCell.java,runners\core\metrics\HistogramCellTest.java,runners\core\metrics\HistogramCell.java,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,29,1,0,0,0,5,0
beam,LabeledMetricsTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\LabeledMetricsTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\LabeledMetrics.java,runners\core\metrics\LabeledMetricsTest.java,runners\core\metrics\LabeledMetrics.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0
beam,MetricsContainerImplTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\MetricsContainerImplTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\MetricsContainerImpl.java,runners\core\metrics\MetricsContainerImplTest.java,runners\core\metrics\MetricsContainerImpl.java,18,7,10,0,0,0,1,0,0,0,0,0,0,0,17,124,1,0,0,0,18,0
beam,MetricsContainerStepMapTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\MetricsContainerStepMapTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\MetricsContainerStepMap.java,runners\core\metrics\MetricsContainerStepMapTest.java,runners\core\metrics\MetricsContainerStepMap.java,18,1,1,0,0,0,0,0,0,0,0,0,0,0,12,40,0,0,0,0,12,0
beam,MetricsLoggerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\MetricsLoggerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\MetricsLogger.java,runners\core\metrics\MetricsLoggerTest.java,runners\core\metrics\MetricsLogger.java,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
beam,MetricsMapTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\MetricsMapTest.java,,runners\core\metrics\MetricsMapTest.java,,7,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6,0
beam,MetricsPusherTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\MetricsPusherTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\MetricsPusher.java,runners\core\metrics\MetricsPusherTest.java,runners\core\metrics\MetricsPusher.java,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
beam,MonitoringInfoConstantsTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\MonitoringInfoConstantsTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\MonitoringInfoConstants.java,runners\core\metrics\MonitoringInfoConstantsTest.java,runners\core\metrics\MonitoringInfoConstants.java,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0
beam,MonitoringInfoEncodingsTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\MonitoringInfoEncodingsTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\MonitoringInfoEncodings.java,runners\core\metrics\MonitoringInfoEncodingsTest.java,runners\core\metrics\MonitoringInfoEncodings.java,10,6,0,0,0,0,0,0,0,0,0,0,0,0,8,5,2,1,0,0,10,0
beam,MonitoringInfoMetricNameTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\MonitoringInfoMetricNameTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\MonitoringInfoMetricName.java,runners\core\metrics\MonitoringInfoMetricNameTest.java,runners\core\metrics\MonitoringInfoMetricName.java,10,1,0,0,0,0,0,0,0,0,1,0,0,0,7,22,0,3,0,0,10,0
beam,ServiceCallMetricTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\ServiceCallMetricTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\ServiceCallMetric.java,runners\core\metrics\ServiceCallMetricTest.java,runners\core\metrics\ServiceCallMetric.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
beam,ShortIdMapTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\ShortIdMapTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\ShortIdMap.java,runners\core\metrics\ShortIdMapTest.java,runners\core\metrics\ShortIdMap.java,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
beam,SimpleExecutionStateTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\SimpleExecutionStateTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\SimpleExecutionState.java,runners\core\metrics\SimpleExecutionStateTest.java,runners\core\metrics\SimpleExecutionState.java,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,5,0
beam,SimpleMonitoringInfoBuilderTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\SimpleMonitoringInfoBuilderTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\SimpleMonitoringInfoBuilder.java,runners\core\metrics\SimpleMonitoringInfoBuilderTest.java,runners\core\metrics\SimpleMonitoringInfoBuilder.java,3,3,0,0,0,0,2,0,0,0,0,0,0,0,3,12,1,0,0,0,3,0
beam,SimpleStateRegistryTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\SimpleStateRegistryTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\SimpleStateRegistry.java,runners\core\metrics\SimpleStateRegistryTest.java,runners\core\metrics\SimpleStateRegistry.java,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2,5,0,1,0,0,2,0
beam,SpecMonitoringInfoValidatorTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\SpecMonitoringInfoValidatorTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\SpecMonitoringInfoValidator.java,runners\core\metrics\SpecMonitoringInfoValidatorTest.java,runners\core\metrics\SpecMonitoringInfoValidator.java,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,3,0
beam,StringSetCellTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\StringSetCellTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\StringSetCell.java,runners\core\metrics\StringSetCellTest.java,runners\core\metrics\StringSetCell.java,5,3,1,0,0,0,1,0,0,0,0,0,0,1,5,27,0,0,0,0,5,0
beam,StringSetDataTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\StringSetDataTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\metrics\StringSetData.java,runners\core\metrics\StringSetDataTest.java,runners\core\metrics\StringSetData.java,10,5,1,0,0,0,0,0,0,0,0,0,0,0,10,35,0,0,0,0,10,0
beam,TestMetricsSink.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\metrics\TestMetricsSink.java,,runners\core\metrics\TestMetricsSink.java,,4,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
beam,OutputAndTimeBoundedSplittableProcessElementInvokerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\OutputAndTimeBoundedSplittableProcessElementInvokerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\OutputAndTimeBoundedSplittableProcessElementInvoker.java,runners\core\OutputAndTimeBoundedSplittableProcessElementInvokerTest.java,runners\core\OutputAndTimeBoundedSplittableProcessElementInvoker.java,9,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0
beam,ReduceFnRunnerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\ReduceFnRunnerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\ReduceFnRunner.java,runners\core\ReduceFnRunnerTest.java,runners\core\ReduceFnRunner.java,54,35,4,0,0,0,47,47,0,0,0,0,0,0,0,0,9,0,0,0,47,0
beam,SideInputHandlerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\SideInputHandlerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\SideInputHandler.java,runners\core\SideInputHandlerTest.java,runners\core\SideInputHandler.java,8,5,0,0,0,0,0,0,0,0,0,0,0,0,5,31,2,0,0,0,7,0
beam,SimpleDoFnRunnerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\SimpleDoFnRunnerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\SimpleDoFnRunner.java,runners\core\SimpleDoFnRunnerTest.java,runners\core\SimpleDoFnRunner.java,15,5,0,0,0,0,0,0,0,0,0,3,0,0,6,27,0,8,0,0,14,0
beam,SimplePushbackSideInputDoFnRunnerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\SimplePushbackSideInputDoFnRunnerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\SimplePushbackSideInputDoFnRunner.java,runners\core\SimplePushbackSideInputDoFnRunnerTest.java,runners\core\SimplePushbackSideInputDoFnRunner.java,16,7,0,0,0,0,2,9,0,0,0,0,0,0,2,11,1,0,0,0,9,0
beam,SplittableParDoProcessFnTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\SplittableParDoProcessFnTest.java,,runners\core\SplittableParDoProcessFnTest.java,,7,5,0,0,0,0,7,0,0,0,0,0,0,0,,,4,1,0,0,7,0
beam,StatefulDoFnRunnerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\StatefulDoFnRunnerTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\StatefulDoFnRunner.java,runners\core\StatefulDoFnRunnerTest.java,runners\core\StatefulDoFnRunner.java,21,1,0,0,0,0,8,8,0,0,0,0,0,0,1,0,0,6,4,0,8,0
beam,StateInternalsTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\StateInternalsTest.java,,runners\core\StateInternalsTest.java,,25,23,0,0,0,0,23,0,0,0,0,0,0,0,,,7,0,0,0,23,0
beam,StateNamespacesTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\StateNamespacesTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\StateNamespaces.java,runners\core\StateNamespacesTest.java,runners\core\StateNamespaces.java,8,3,0,0,0,0,0,0,0,0,0,0,0,0,5,33,0,0,0,0,6,0
beam,StateTagTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\StateTagTest.java,,runners\core\StateTagTest.java,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7,0
beam,TimerInternalsTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\TimerInternalsTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\TimerInternals.java,runners\core\TimerInternalsTest.java,runners\core\TimerInternals.java,7,1,0,0,0,0,1,0,0,0,0,0,0,0,6,16,0,2,0,0,7,0
beam,AfterAllStateMachineTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\triggers\AfterAllStateMachineTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\triggers\AfterAllStateMachine.java,runners\core\triggers\AfterAllStateMachineTest.java,runners\core\triggers\AfterAllStateMachine.java,4,3,0,0,0,0,3,0,0,0,0,1,0,0,4,16,1,0,0,0,4,0
beam,AfterEachStateMachineTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\triggers\AfterEachStateMachineTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\triggers\AfterEachStateMachine.java,runners\core\triggers\AfterEachStateMachineTest.java,runners\core\triggers\AfterEachStateMachine.java,3,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0,0,0,2,0
beam,AfterFirstStateMachineTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\triggers\AfterFirstStateMachineTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\triggers\AfterFirstStateMachine.java,runners\core\triggers\AfterFirstStateMachineTest.java,runners\core\triggers\AfterFirstStateMachine.java,7,5,0,0,0,0,5,0,0,0,0,0,0,0,5,26,0,0,0,0,5,0
beam,AfterPaneStateMachineTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\triggers\AfterPaneStateMachineTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\triggers\AfterPaneStateMachine.java,runners\core\triggers\AfterPaneStateMachineTest.java,runners\core\triggers\AfterPaneStateMachine.java,4,2,0,0,0,0,3,0,0,0,0,1,0,0,3,10,0,0,0,0,4,0
beam,AfterProcessingTimeStateMachineTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\test\java\org\apache\beam\runners\core\triggers\AfterProcessingTimeStateMachineTest.java,C:\Users\publi\Downloads\beam\runners\core-java\src\main\java\org\apache\beam\runners\core\triggers\AfterProcessingTimeStateMachine.java,runners\core\triggers\AfterProcessingTimeStateMachineTest.java,runners\core\triggers\AfterProcessingTimeStateMachine.java,7,2,0,0,0,0,4,0,0,0,0,3,0,0,7,11,1,0,0,0,7,0
